timestamp,action_type,item_id,source,user_answer,platform,subject_id,correct_answer,is_correct
1554917555387,enter,e2653,sprint,,mobile,u562823,,False
1554917570719,quit,e2653,sprint,,mobile,u562823,,False
1554917570814,enter,b3075,sprint,,mobile,u562823,,False
1554917594300,respond,q4543,sprint,a,mobile,u562823,a,True
1554917602399,submit,b3075,sprint,,mobile,u562823,,False
1554917602463,enter,e3075,sprint,,mobile,u562823,,False
1554917608779,quit,e3075,sprint,,mobile,u562823,,False
1554917608847,enter,b7486,sprint,,mobile,u562823,,False
1554917619002,respond,q10135,sprint,a,mobile,u562823,a,True
1554917623356,submit,b7486,sprint,,mobile,u562823,,False
1554917623416,enter,e7486,sprint,,mobile,u562823,,False
1554917629893,quit,e7486,sprint,,mobile,u562823,,False
1554917629945,enter,b4259,sprint,,mobile,u562823,,False
1554917675071,respond,q5727,sprint,d,mobile,u562823,c,False
1554917679214,submit,b4259,sprint,,mobile,u562823,,False
1554917679279,enter,e4259,sprint,,mobile,u562823,,False
1554917702590,quit,e4259,sprint,,mobile,u562823,,False
1554917702642,enter,b2707,sprint,,mobile,u562823,,False
1554917738027,respond,q4175,sprint,a,mobile,u562823,a,True
1554917742534,submit,b2707,sprint,,mobile,u562823,,False
1554917742581,enter,e2707,sprint,,mobile,u562823,,False
1554917749738,quit,e2707,sprint,,mobile,u562823,,False
1554937488089,enter,b825,sprint,,mobile,u562823,,False
1554937506580,respond,q825,sprint,c,mobile,u562823,b,False
1554937510544,submit,b825,sprint,,mobile,u562823,,False
1554937510595,enter,e825,sprint,,mobile,u562823,,False
1554937533880,quit,e825,sprint,,mobile,u562823,,False
1554937533932,enter,b422,sprint,,mobile,u562823,,False
1554937550444,respond,q422,sprint,b,mobile,u562823,b,True
1554937554030,submit,b422,sprint,,mobile,u562823,,False
1554937554079,enter,e422,sprint,,mobile,u562823,,False
1554937559208,quit,e422,sprint,,mobile,u562823,,False
1554937559260,enter,b8315,sprint,,mobile,u562823,,False
1554937584110,respond,q11262,sprint,a,mobile,u562823,a,True
1554937588922,submit,b8315,sprint,,mobile,u562823,,False
1554937588976,enter,e8315,sprint,,mobile,u562823,,False
1554937617430,quit,e8315,sprint,,mobile,u562823,,False
1554937617491,enter,b356,sprint,,mobile,u562823,,False
1554937634239,respond,q356,sprint,b,mobile,u562823,b,True
1554937638343,submit,b356,sprint,,mobile,u562823,,False
1554937638392,enter,e356,sprint,,mobile,u562823,,False
1554937646995,quit,e356,sprint,,mobile,u562823,,False
1554937647053,enter,b763,sprint,,mobile,u562823,,False
1554937673127,respond,q763,sprint,c,mobile,u562823,c,True
1554937678229,submit,b763,sprint,,mobile,u562823,,False
1554937678274,enter,e763,sprint,,mobile,u562823,,False
1554937733560,quit,e763,sprint,,mobile,u562823,,False
1554937733619,enter,b854,sprint,,mobile,u562823,,False
1554937754543,respond,q854,sprint,b,mobile,u562823,b,True
1554937758247,submit,b854,sprint,,mobile,u562823,,False
1554937758308,enter,e854,sprint,,mobile,u562823,,False
1554937794367,quit,e854,sprint,,mobile,u562823,,False
1554937794417,enter,b8312,sprint,,mobile,u562823,,False
1554937812196,respond,q11259,sprint,b,mobile,u562823,b,True
1554937816108,submit,b8312,sprint,,mobile,u562823,,False
1554937816159,enter,e8312,sprint,,mobile,u562823,,False
1554937827986,quit,e8312,sprint,,mobile,u562823,,False
1554937828069,enter,b1297,sprint,,mobile,u562823,,False
1554937846848,respond,q1297,sprint,b,mobile,u562823,b,True
1554937850684,submit,b1297,sprint,,mobile,u562823,,False
1554937850738,enter,e1297,sprint,,mobile,u562823,,False
1554937881662,quit,e1297,sprint,,mobile,u562823,,False
1554937881715,enter,b554,sprint,,mobile,u562823,,False
1554937918560,respond,q554,sprint,b,mobile,u562823,c,False
1554937923125,submit,b554,sprint,,mobile,u562823,,False
1554937923183,enter,e554,sprint,,mobile,u562823,,False
1554937945710,quit,e554,sprint,,mobile,u562823,,False
1554937945772,enter,b1218,sprint,,mobile,u562823,,False
1554937964469,respond,q1218,sprint,b,mobile,u562823,a,False
1554937968415,submit,b1218,sprint,,mobile,u562823,,False
1554937968477,enter,e1218,sprint,,mobile,u562823,,False
1554937975215,quit,e1218,sprint,,mobile,u562823,,False
1554938003813,enter,b1218,adaptive_offer,,mobile,u562823,,False
1554938020388,respond,q1218,adaptive_offer,a,mobile,u562823,a,True
1554938024131,submit,b1218,adaptive_offer,,mobile,u562823,,False
1554938024184,enter,e1218,adaptive_offer,,mobile,u562823,,False
1554938050317,quit,e1218,adaptive_offer,,mobile,u562823,,False
1554938050369,enter,b1240,adaptive_offer,,mobile,u562823,,False
1554938067034,respond,q1240,adaptive_offer,b,mobile,u562823,b,True
1554938070288,submit,b1240,adaptive_offer,,mobile,u562823,,False
1554938070344,enter,e1240,adaptive_offer,,mobile,u562823,,False
1554938075461,quit,e1240,adaptive_offer,,mobile,u562823,,False
1554938077442,enter,e1218,sprint,,mobile,u562823,,False
1554938102360,quit,e1218,sprint,,mobile,u562823,,False
1554938102435,enter,b8314,sprint,,mobile,u562823,,False
1554938121296,respond,q11261,sprint,b,mobile,u562823,b,True
1554938125386,submit,b8314,sprint,,mobile,u562823,,False
1554938125447,enter,e8314,sprint,,mobile,u562823,,False
1554938196363,quit,e8314,sprint,,mobile,u562823,,False
1554938196436,enter,b1292,sprint,,mobile,u562823,,False
1554938214402,respond,q1292,sprint,c,mobile,u562823,c,True
1554938218748,submit,b1292,sprint,,mobile,u562823,,False
1554938218800,enter,e1292,sprint,,mobile,u562823,,False
1554938237169,quit,e1292,sprint,,mobile,u562823,,False
1554938237231,enter,b1266,sprint,,mobile,u562823,,False
1554938253041,respond,q1266,sprint,b,mobile,u562823,b,True
1554938257597,submit,b1266,sprint,,mobile,u562823,,False
1554938257644,enter,e1266,sprint,,mobile,u562823,,False
1554938281665,quit,e1266,sprint,,mobile,u562823,,False
1554938281736,enter,b835,sprint,,mobile,u562823,,False
1554938304153,respond,q835,sprint,b,mobile,u562823,c,False
1554938307781,submit,b835,sprint,,mobile,u562823,,False
1554938307835,enter,e835,sprint,,mobile,u562823,,False
1554938369990,quit,e835,sprint,,mobile,u562823,,False
1554938370042,enter,b243,sprint,,mobile,u562823,,False
1554938387612,respond,q243,sprint,c,mobile,u562823,c,True
1554938391037,submit,b243,sprint,,mobile,u562823,,False
1554938391093,enter,e243,sprint,,mobile,u562823,,False
1554938414306,quit,e243,sprint,,mobile,u562823,,False
1554938414395,enter,b810,sprint,,mobile,u562823,,False
1554938437396,respond,q810,sprint,a,mobile,u562823,a,True
1554938442371,submit,b810,sprint,,mobile,u562823,,False
1554938442424,enter,e810,sprint,,mobile,u562823,,False
1554938476709,quit,e810,sprint,,mobile,u562823,,False
1554938476759,enter,b439,sprint,,mobile,u562823,,False
1554938494286,respond,q439,sprint,c,mobile,u562823,c,True
1554938497719,submit,b439,sprint,,mobile,u562823,,False
1554938497770,enter,e439,sprint,,mobile,u562823,,False
1554938503285,quit,e439,sprint,,mobile,u562823,,False
1554938503352,enter,b539,sprint,,mobile,u562823,,False
1554938520413,respond,q539,sprint,a,mobile,u562823,a,True
1554938524068,submit,b539,sprint,,mobile,u562823,,False
